AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,CityId,CityName,CountryId,ContinentId,Continent,Country,RegionId,Region,VisitModeId,VisitMode,TransactionId,UserId,VisitYear,VisitMonth,Rating,AttractionType,UserId.1,ContinentId.2,RegionId.2,CountryId.2,CityId.1
,,,,,,,,,,,,,,,14294,71562,2015,8,5,,28159,2,8,51,1552
,,,,,,,,,,,,,,,14295,46316,2015,7,5,,28164,5,21,160,968
,,,,,,,,,,,,,,,14297,12246,2015,7,5,,28167,5,21,163,1870
,,,,,,,,,,,,,,,14298,77166,2015,6,5,,28169,4,16,115,178
,,,,,,,,,,,,,,,14299,31102,2015,8,4,,28171,4,15,109,1434
,,,,,,,,,,,,,,,14300,76701,2015,8,4,,28173,3,14,101,3098
,,,,,,,,,,,,,,,14301,79533,2015,7,4,,28174,5,17,135,6224
,,,,,,,,,,,,,,,14302,7206,2015,7,5,,28176,3,14,101,3098
,,,,,,,,,,,,,,,14303,5304,2015,8,5,,28180,3,14,101,3098
,,,,,,,,,,,,,,,14305,36620,2015,7,5,,28181,5,17,126,6039
,,,,,,,,,,,,,,,14306,81589,2015,8,4,,28182,3,11,71,2410
,,,,,,,,,,,,,,,14308,30469,2015,7,5,,28192,3,12,86,2564
,,,,,,,,,,,,,,,14310,49131,2015,6,5,,28194,3,14,106,3551
,,,,,,,,,,,,,,,14313,30377,2015,7,5,,28195,5,21,163,8678
,,,,,,,,,,,,,,,14315,29470,2015,7,5,,28196,5,21,163,8144
,,,,,,,,,,,,,,,14316,47753,2015,7,4,,28197,3,14,101,3285
,,,,,,,,,,,,,,,14317,10247,2015,7,5,,28198,4,15,109,4940
,,,,,,,,,,,,,,,14318,31275,2015,7,4,,28199,5,21,160,968
,,,,,,,,,,,,,,,14319,14158,2015,7,5,,28201,5,21,162,7801
,,,,,,,,,,,,,,,14323,51190,2015,7,5,,28205,5,18,138,693
,,,,,,,,,,,,,,,14324,70392,2015,7,4,,28207,3,11,73,2445
,,,,,,,,,,,,,,,14325,65117,2015,7,4,,28213,4,16,115,5488
,,,,,,,,,,,,,,,14326,64253,2015,7,3,,28214,3,14,105,3477
,,,,,,,,,,,,,,,14327,79886,2015,7,3,,28222,4,15,109,3915
,,,,,,,,,,,,,,,14328,20333,2015,7,4,,28225,5,21,158,7222
,,,,,,,,,,,,,,,14332,84928,2015,7,3,,28230,4,16,115,5487
,,,,,,,,,,,,,,,14334,74714,2015,7,4,,28232,3,11,69,2266
,,,,,,,,,,,,,,,14335,39497,2015,7,1,,28234,2,8,48,441
,,,,,,,,,,,,,,,14337,189,2015,7,3,,28237,4,15,109,3915
,,,,,,,,,,,,,,,14338,80198,2015,2,3,,28240,2,8,51,1423
,,,,,,,,,,,,,,,14340,87255,2015,7,4,,28241,3,14,107,3567
,,,,,,,,,,,,,,,14341,19513,2015,7,5,,28244,5,21,163,743
,,,,,,,,,,,,,,,14343,30704,2015,7,5,,28245,3,14,101,3074
,,,,,,,,,,,,,,,14344,30314,2015,7,5,,28248,3,11,69,2282
,,,,,,,,,,,,,,,14345,84008,2015,6,5,,28249,3,14,103,3336
,,,,,,,,,,,,,,,14346,18877,2015,7,4,,28251,3,13,93,2734
,,,,,,,,,,,,,,,14348,59575,2014,8,4,,28255,2,8,48,335
,,,,,,,,,,,,,,,14349,56249,2015,7,4,,28257,2,8,51,799
,,,,,,,,,,,,,,,14351,51089,2015,7,5,,28258,2,8,51,1489
,,,,,,,,,,,,,,,14352,58985,2015,4,4,,28260,4,15,109,535
,,,,,,,,,,,,,,,14353,24257,2015,6,4,,28264,3,12,89,2632
,,,,,,,,,,,,,,,14354,9663,2015,7,4,,28270,2,8,48,554
,,,,,,,,,,,,,,,14355,24492,2015,7,4,,28272,4,15,109,4616
,,,,,,,,,,,,,,,14356,50390,2015,7,4,,28275,5,21,163,1909
,,,,,,,,,,,,,,,14357,43132,2015,7,5,,28287,5,17,135,6244
,,,,,,,,,,,,,,,14358,59776,2015,2,4,,28289,3,12,80,2534
,,,,,,,,,,,,,,,14359,27281,2015,7,5,,28294,4,15,109,3768
,,,,,,,,,,,,,,,14360,9324,2015,7,5,,28295,2,8,51,1372
,,,,,,,,,,,,,,,14361,62800,2015,7,3,,28299,4,15,109,4341
,,,,,,,,,,,,,,,14363,63592,2015,6,3,,28301,4,15,109,3772
,,,,,,,,,,,,,,,14364,19939,2015,7,5,,28302,2,8,51,881
,,,,,,,,,,,,,,,14366,32164,2015,7,4,,28306,2,8,51,665
,,,,,,,,,,,,,,,14370,56545,2015,7,5,,28308,4,15,109,4940
,,,,,,,,,,,,,,,14371,21246,2015,7,5,,28309,5,17,127,6062
,,,,,,,,,,,,,,,14372,32492,2015,7,4,,28315,2,8,51,1045
,,,,,,,,,,,,,,,14373,65406,2015,7,4,,28328,3,14,101,3098
,,,,,,,,,,,,,,,14374,77585,2015,7,3,,28331,4,15,109,161
,,,,,,,,,,,,,,,14375,48514,2015,7,4,,28336,3,14,103,3361
,,,,,,,,,,,,,,,14376,15308,2015,7,4,,28337,4,15,109,1434
,,,,,,,,,,,,,,,14377,22400,2015,7,5,,28338,5,21,163,640
,,,,,,,,,,,,,,,14378,20973,2015,7,4,,28340,4,15,109,4940
,,,,,,,,,,,,,,,14379,62665,2015,7,5,,28341,3,14,101,3013
,,,,,,,,,,,,,,,14380,10720,2015,7,4,,28342,4,15,109,3920
,,,,,,,,,,,,,,,14381,66694,2014,9,4,,28351,1,3,15,70
,,,,,,,,,,,,,,,14382,60532,2015,7,4,,28354,2,9,54,2191
,,,,,,,,,,,,,,,14383,80214,2015,7,5,,28356,5,21,162,667
,,,,,,,,,,,,,,,14384,464,2015,7,5,,28357,5,17,131,6132
,,,,,,,,,,,,,,,14385,84257,2015,7,4,,28362,5,21,163,426
,,,,,,,,,,,,,,,14387,59252,2015,7,4,,28365,5,21,163,426
,,,,,,,,,,,,,,,14388,1638,2015,7,5,,28366,4,15,109,4940
,,,,,,,,,,,,,,,14389,37386,2015,7,4,,28370,3,13,93,2819
,,,,,,,,,,,,,,,14391,80158,2015,7,5,,28371,5,19,144,6609
,,,,,,,,,,,,,,,14393,11465,2014,8,5,,28375,3,14,105,1399
,,,,,,,,,,,,,,,14398,5573,2015,7,4,,28376,2,8,48,545
,,,,,,,,,,,,,,,14399,2990,2015,5,5,,28380,4,15,109,535
,,,,,,,,,,,,,,,14400,81832,2015,7,4,,28381,4,15,109,4330
,,,,,,,,,,,,,,,14402,39723,2015,7,5,,28391,3,12,84,2553
,,,,,,,,,,,,,,,14403,80766,2014,8,5,,28392,3,13,91,2648
,,,,,,,,,,,,,,,14404,63647,2015,7,4,,28393,2,8,51,1195
,,,,,,,,,,,,,,,14407,46381,2015,7,3,,28394,3,14,105,3524
,,,,,,,,,,,,,,,14408,58931,2015,3,5,,28395,4,15,109,535
,,,,,,,,,,,,,,,14409,50922,2015,4,5,,28399,2,8,51,859
,,,,,,,,,,,,,,,14410,71567,2015,7,5,,28401,3,12,89,2635
,,,,,,,,,,,,,,,14411,40197,2015,7,4,,28403,4,16,115,5506
,,,,,,,,,,,,,,,14414,19510,2015,7,4,,28406,3,14,101,3071
,,,,,,,,,,,,,,,14415,26079,2015,7,5,,28407,4,15,109,4940
,,,,,,,,,,,,,,,14417,21059,2015,7,5,,28411,5,21,163,8907
,,,,,,,,,,,,,,,14418,53981,2015,7,4,,28412,3,14,101,3098
,,,,,,,,,,,,,,,14419,69984,2015,7,5,,28416,3,14,101,3098
,,,,,,,,,,,,,,,14421,64100,2015,7,4,,28417,3,14,101,3095
,,,,,,,,,,,,,,,14426,30320,2015,7,3,,28418,5,21,163,1025
,,,,,,,,,,,,,,,14429,69716,2015,7,4,,28420,3,14,101,3260
,,,,,,,,,,,,,,,14430,65164,2015,7,4,,28421,2,8,51,1552
,,,,,,,,,,,,,,,14433,61770,2015,7,3,,28422,1,3,14,52
,,,,,,,,,,,,,,,14434,61205,2015,7,4,,28425,3,14,108,3667
,,,,,,,,,,,,,,,14435,21645,2015,4,4,,28428,5,19,144,6609
,,,,,,,,,,,,,,,14436,37955,2015,7,4,,28430,5,21,163,8593
,,,,,,,,,,,,,,,14437,36954,2015,7,3,,28432,4,15,109,4940
,,,,,,,,,,,,,,,14438,47669,2014,12,4,,28434,4,15,109,1434
,,,,,,,,,,,,,,,14439,41508,2015,7,5,,28437,4,15,109,4352
,,,,,,,,,,,,,,,14440,57536,2015,7,4,,28441,5,21,163,426
,,,,,,,,,,,,,,,14441,49185,2015,7,3,,28447,3,14,101,3260
,,,,,,,,,,,,,,,14443,71369,2015,7,4,,28450,3,14,103,3367
,,,,,,,,,,,,,,,14446,1992,2015,7,3,,28453,4,15,109,3915
,,,,,,,,,,,,,,,14447,78431,2015,7,5,,28455,3,14,101,3013
,,,,,,,,,,,,,,,14449,62881,2015,7,4,,28456,4,15,109,4303
,,,,,,,,,,,,,,,14450,30621,2015,6,5,,28457,3,14,106,3551
,,,,,,,,,,,,,,,14452,26440,2015,7,4,,28459,5,21,163,8871
,,,,,,,,,,,,,,,14453,2390,2015,6,5,,28464,3,14,106,3551
,,,,,,,,,,,,,,,14454,75471,2015,7,4,,28467,3,14,101,3098
,,,,,,,,,,,,,,,14455,53564,2015,7,4,,28470,5,17,125,5861
,,,,,,,,,,,,,,,14456,46345,2015,7,5,,28471,5,17,122,5748
,,,,,,,,,,,,,,,14457,6226,2015,7,4,,28472,3,14,101,3285
,,,,,,,,,,,,,,,14458,59281,2015,7,3,,28474,4,15,109,3915
,,,,,,,,,,,,,,,14461,1623,2015,7,4,,28475,5,17,123,5775
,,,,,,,,,,,,,,,14462,42076,2015,6,4,,28477,4,15,109,26
,,,,,,,,,,,,,,,14465,83591,2015,4,4,,28479,5,20,151,6866
,,,,,,,,,,,,,,,14466,23193,2015,7,4,,28487,5,19,145,6701
,,,,,,,,,,,,,,,14467,7150,2015,7,5,,28489,5,17,125,5838
,,,,,,,,,,,,,,,14468,6678,2015,7,4,,28492,5,21,162,7724
,,,,,,,,,,,,,,,14469,72339,2015,4,3,,28496,5,21,163,781
,,,,,,,,,,,,,,,14470,26990,2015,7,4,,28499,2,8,48,420
,,,,,,,,,,,,,,,14471,30905,2015,7,5,,28504,4,15,109,535
,,,,,,,,,,,,,,,14472,36216,2015,7,4,,28508,4,15,109,4463
,,,,,,,,,,,,,,,14475,42140,2015,7,5,,28509,4,15,109,1434
,,,,,,,,,,,,,,,14476,35043,2015,7,3,,28512,3,14,106,3551
,,,,,,,,,,,,,,,14477,18394,2015,7,5,,28514,5,17,125,6005
,,,,,,,,,,,,,,,14479,65770,2015,7,4,,28515,4,15,109,4940
,,,,,,,,,,,,,,,14480,43280,2015,6,3,,28517,2,8,51,1238
,,,,,,,,,,,,,,,14482,26235,2015,7,4,,28519,5,21,162,7675
,,,,,,,,,,,,,,,14483,63459,2015,4,5,,28520,5,21,163,452
,,,,,,,,,,,,,,,14484,50660,2015,7,5,,28521,4,15,109,4330
,,,,,,,,,,,,,,,14485,18374,2015,7,5,,28522,3,14,101,3098
,,,,,,,,,,,,,,,14486,80915,2014,11,4,,28527,4,15,109,1434
,,,,,,,,,,,,,,,14488,84402,2015,7,4,,28529,2,8,48,554
,,,,,,,,,,,,,,,14491,46559,2015,7,3,,28533,4,15,109,4940
,,,,,,,,,,,,,,,14492,43465,2015,7,4,,28534,3,11,73,2448
,,,,,,,,,,,,,,,14493,17804,2015,6,4,,28535,2,8,51,1551
,,,,,,,,,,,,,,,14495,87082,2015,7,5,,28539,2,8,48,321
,,,,,,,,,,,,,,,14497,47487,2015,7,5,,28540,3,13,93,2789
,,,,,,,,,,,,,,,14498,26415,2015,7,4,,28541,2,8,51,1380
,,,,,,,,,,,,,,,14499,35999,2015,7,5,,28543,5,17,125,5960
,,,,,,,,,,,,,,,14501,24550,2014,8,5,,28544,3,14,101,3027
,,,,,,,,,,,,,,,14503,34889,2015,7,4,,28545,5,21,160,7580
,,,,,,,,,,,,,,,14504,20917,2015,7,4,,28546,5,21,160,7618
,,,,,,,,,,,,,,,14505,75358,2015,6,5,,28547,5,20,151,6867
,,,,,,,,,,,,,,,14506,53053,2014,9,3,,28548,5,17,124,5800
,,,,,,,,,,,,,,,14507,65072,2015,7,5,,28550,5,20,151,6867
,,,,,,,,,,,,,,,14508,54566,2015,6,5,,28551,2,8,51,669
,,,,,,,,,,,,,,,14510,78506,2015,7,4,,28556,3,14,107,3581
,,,,,,,,,,,,,,,14511,60799,2014,9,4,,28564,4,15,109,4347
,,,,,,,,,,,,,,,14512,7059,2015,7,4,,28567,5,21,163,743
,,,,,,,,,,,,,,,14513,69796,2015,7,3,,28568,2,7,43,266
,,,,,,,,,,,,,,,14515,274,2015,6,5,,28575,3,14,107,3619
,,,,,,,,,,,,,,,14517,2756,2015,7,3,,28576,3,14,103,3354
,,,,,,,,,,,,,,,14518,18389,2015,6,3,,28578,4,16,115,5487
,,,,,,,,,,,,,,,14520,46475,2015,3,4,,28580,5,17,125,1147
,,,,,,,,,,,,,,,14521,39244,2015,6,3,,28581,4,16,115,5488
,,,,,,,,,,,,,,,14522,7557,2015,7,4,,28583,3,14,105,1399
,,,,,,,,,,,,,,,14523,66970,2015,7,4,,28589,5,18,138,3742
,,,,,,,,,,,,,,,14524,32111,2015,7,4,,28590,4,15,109,1434
,,,,,,,,,,,,,,,14525,45614,2014,10,4,,28593,4,15,109,4591
,,,,,,,,,,,,,,,14527,18052,2015,6,5,,28595,5,21,160,968
,,,,,,,,,,,,,,,14529,4885,2015,6,4,,28596,3,14,101,3085
,,,,,,,,,,,,,,,14530,76732,2014,8,3,,28597,4,15,109,4330
,,,,,,,,,,,,,,,14531,52565,2015,7,3,,28601,4,15,109,4616
,,,,,,,,,,,,,,,14532,24097,2015,6,5,,28605,4,15,109,4616
,,,,,,,,,,,,,,,14533,33959,2015,7,4,,28606,2,8,51,761
,,,,,,,,,,,,,,,14534,77947,2015,7,3,,28608,4,15,109,5180
,,,,,,,,,,,,,,,14536,74352,2015,7,4,,28609,4,15,109,5402
,,,,,,,,,,,,,,,14538,48391,2015,7,4,,28610,4,16,115,5598
,,,,,,,,,,,,,,,14539,49061,2014,10,5,,28612,4,15,109,4828
,,,,,,,,,,,,,,,14540,41475,2015,7,3,,28613,2,8,51,1303
,,,,,,,,,,,,,,,14541,30324,2015,7,5,,28615,2,8,48,402
,,,,,,,,,,,,,,,14542,78651,2015,7,5,,28619,4,15,109,3750
,,,,,,,,,,,,,,,14543,17489,2015,7,5,,28622,4,15,109,3915
,,,,,,,,,,,,,,,14545,20954,2015,7,4,,28631,3,11,69,2282
,,,,,,,,,,,,,,,14546,55455,2015,7,4,,28632,4,15,109,3915
,,,,,,,,,,,,,,,14547,46703,2015,7,4,,28634,3,14,101,3114
,,,,,,,,,,,,,,,14548,79129,2015,4,5,,28652,3,14,101,3225
,,,,,,,,,,,,,,,14549,72154,2015,6,5,,28658,3,14,106,3551
,,,,,,,,,,,,,,,14550,53815,2015,7,5,,28659,4,15,109,3750
,,,,,,,,,,,,,,,14551,56744,2015,7,5,,28661,4,15,109,4940
,,,,,,,,,,,,,,,14552,48174,2015,4,5,,28663,3,14,101,3155
,,,,,,,,,,,,,,,14555,31176,2015,7,5,,28667,4,15,109,535
,,,,,,,,,,,,,,,14556,32378,2015,7,3,,28669,5,17,135,6319
,,,,,,,,,,,,,,,14558,21526,2015,7,4,,28671,2,8,48,523
,,,,,,,,,,,,,,,14559,42038,2015,7,4,,28673,5,21,163,426
,,,,,,,,,,,,,,,14560,7060,2015,6,5,,28681,5,19,142,6544
,,,,,,,,,,,,,,,14561,42852,2015,7,4,,28682,5,20,150,692
,,,,,,,,,,,,,,,14562,58783,2015,6,4,,28684,5,17,125,5918
,,,,,,,,,,,,,,,14564,2356,2015,7,3,,28685,3,14,106,3551
,,,,,,,,,,,,,,,14565,52546,2014,9,4,,28690,3,14,106,3551
,,,,,,,,,,,,,,,14566,34700,2015,7,4,,28691,3,14,106,3551
,,,,,,,,,,,,,,,14567,41279,2015,7,4,,28692,2,8,48,401
,,,,,,,,,,,,,,,14568,5205,2015,6,4,,28694,5,21,163,1556
,,,,,,,,,,,,,,,14569,2829,2015,6,4,,28695,3,14,103,3354
,,,,,,,,,,,,,,,14570,38274,2015,6,5,,28696,4,15,109,4303
,,,,,,,,,,,,,,,14571,20051,2015,7,5,,28697,5,21,159,7494
,,,,,,,,,,,,,,,14574,4678,2015,7,4,,28700,3,14,106,3551
,,,,,,,,,,,,,,,14575,10620,2015,6,5,,28702,2,8,51,1720
,,,,,,,,,,,,,,,14576,6189,2014,8,4,,28703,3,14,106,3551
,,,,,,,,,,,,,,,14577,71661,2015,6,5,,28704,5,21,158,7308
,,,,,,,,,,,,,,,14578,64242,2015,6,4,,28705,1,4,22,136
,,,,,,,,,,,,,,,14579,82765,2015,7,4,,28710,5,20,157,7052
,,,,,,,,,,,,,,,14580,23670,2015,7,4,,28711,4,15,109,1434
,,,,,,,,,,,,,,,14582,6867,2015,5,5,,28714,5,21,163,8223
,,,,,,,,,,,,,,,14583,78751,2015,6,5,,28718,5,21,163,426
,,,,,,,,,,,,,,,14584,1867,2015,7,4,,28720,4,15,109,4940
,,,,,,,,,,,,,,,14585,6053,2015,6,5,,28721,5,17,130,1705
,,,,,,,,,,,,,,,14587,43303,2015,7,4,,28725,5,17,134,6190
,,,,,,,,,,,,,,,14589,16661,2015,7,3,,28726,5,21,163,8317
,,,,,,,,,,,,,,,14590,74717,2015,7,3,,28727,4,15,109,5021
,,,,,,,,,,,,,,,14591,56926,2015,6,5,,28728,4,15,109,1434
,,,,,,,,,,,,,,,14592,34049,2015,7,4,,28730,5,21,163,8746
,,,,,,,,,,,,,,,14593,25009,2015,6,4,,28732,5,21,162,7833
,,,,,,,,,,,,,,,14594,28773,2015,7,4,,28733,5,19,141,6451
,,,,,,,,,,,,,,,14596,61134,2015,1,4,,28742,4,16,115,5671
,,,,,,,,,,,,,,,14599,56948,2015,7,4,,28744,4,15,109,4488
,,,,,,,,,,,,,,,14600,4357,2015,7,3,,28746,5,20,151,6868
,,,,,,,,,,,,,,,14601,61725,2015,5,4,,28747,5,21,160,1229
,,,,,,,,,,,,,,,14602,15540,2015,7,3,,28750,1,2,5,11
,,,,,,,,,,,,,,,14603,69568,2015,6,5,,28754,2,8,51,1497
,,,,,,,,,,,,,,,14606,80620,2015,6,4,,28760,5,21,163,426
,,,,,,,,,,,,,,,14607,42311,2014,12,5,,28765,2,8,48,580
,,,,,,,,,,,,,,,14608,54517,2014,10,5,,28769,4,15,109,535
,,,,,,,,,,,,,,,14610,77846,2015,7,3,,28770,3,14,106,3551
,,,,,,,,,,,,,,,14612,61769,2015,6,3,,28773,5,21,163,9039
,,,,,,,,,,,,,,,14615,42986,2015,7,5,,28777,5,21,163,8460
,,,,,,,,,,,,,,,14616,2155,2015,7,5,,28779,3,11,69,2282
,,,,,,,,,,,,,,,14617,31521,2014,9,3,,28782,4,15,109,535
,,,,,,,,,,,,,,,14619,1666,2014,12,5,,28783,2,8,48,335
,,,,,,,,,,,,,,,14620,74763,2015,6,4,,28784,4,15,109,5206
,,,,,,,,,,,,,,,14621,80368,2015,6,5,,28786,2,8,51,1327
,,,,,,,,,,,,,,,14623,51060,2015,6,4,,28787,5,21,163,1743
,,,,,,,,,,,,,,,14624,64321,2015,6,3,,28789,5,21,163,1396
,,,,,,,,,,,,,,,14627,22406,2015,6,4,,28792,3,14,103,3338
,,,,,,,,,,,,,,,14628,43668,2015,7,5,,28794,5,21,162,7865
,,,,,,,,,,,,,,,14630,9398,2015,6,5,,28796,1,3,14,55
,,,,,,,,,,,,,,,14632,23182,2015,6,4,,28797,3,14,101,3095
,,,,,,,,,,,,,,,14633,32571,2015,7,5,,28799,5,21,163,640
,,,,,,,,,,,,,,,14634,85307,2015,5,4,,28805,2,8,51,1366
,,,,,,,,,,,,,,,14635,8461,2015,6,4,,28806,4,15,109,161
,,,,,,,,,,,,,,,14636,16981,2014,8,4,,28811,4,15,109,3915
,,,,,,,,,,,,,,,14637,84621,2015,6,4,,28812,3,14,106,3551
,,,,,,,,,,,,,,,14638,33191,2015,7,4,,28813,4,15,109,3687
,,,,,,,,,,,,,,,14639,32628,2015,7,3,,28816,3,14,101,3178
,,,,,,,,,,,,,,,14640,54885,2015,7,3,,28819,3,13,93,2819
,,,,,,,,,,,,,,,14643,11304,2015,7,4,,28821,3,14,106,3551
,,,,,,,,,,,,,,,14644,86494,2015,6,3,,28825,4,15,109,4853
,,,,,,,,,,,,,,,14646,43433,2015,7,5,,28835,2,8,51,2086
,,,,,,,,,,,,,,,14650,36480,2015,6,4,,28836,5,21,159,7494
,,,,,,,,,,,,,,,14651,85227,2015,6,4,,28837,5,21,163,579
,,,,,,,,,,,,,,,14653,41700,2015,6,5,,28838,3,14,106,3551
,,,,,,,,,,,,,,,14654,22876,2015,7,5,,28841,5,17,134,6190
,,,,,,,,,,,,,,,14655,35992,2015,6,4,,28844,4,15,109,4940
,,,,,,,,,,,,,,,14656,1095,2015,7,3,,28848,5,21,163,1743
,,,,,,,,,,,,,,,14657,41549,2015,7,5,,28850,3,14,103,3413
,,,,,,,,,,,,,,,14659,4410,2015,7,5,,28852,3,14,101,3098
,,,,,,,,,,,,,,,14660,83590,2015,7,3,,28853,5,21,163,426
,,,,,,,,,,,,,,,14661,8370,2014,8,4,,28854,3,13,93,2819
,,,,,,,,,,,,,,,14662,26777,2015,1,4,,28855,5,20,155,7004
,,,,,,,,,,,,,,,14663,1441,2015,7,5,,28856,3,14,101,3267
,,,,,,,,,,,,,,,14666,67366,2015,5,5,,28857,1,3,14,52
,,,,,,,,,,,,,,,14667,27214,2015,7,5,,28858,2,9,52,2149
,,,,,,,,,,,,,,,14668,18890,2015,4,4,,28861,3,14,106,3551
,,,,,,,,,,,,,,,14670,26142,2015,7,2,,28865,4,15,109,3945
,,,,,,,,,,,,,,,14671,44993,2015,6,5,,28867,3,13,91,2648
,,,,,,,,,,,,,,,14672,26333,2015,7,5,,28870,4,15,109,535
,,,,,,,,,,,,,,,14673,54732,2015,6,5,,28871,2,8,50,611
,,,,,,,,,,,,,,,14674,45429,2015,6,5,,28878,5,17,130,6089
,,,,,,,,,,,,,,,14675,56580,2015,6,4,,28882,5,21,163,521
,,,,,,,,,,,,,,,14676,19933,2015,6,3,,28883,5,21,158,7192
,,,,,,,,,,,,,,,14680,10291,2015,6,3,,28885,4,16,112,5473
,,,,,,,,,,,,,,,14681,43277,2015,5,5,,28890,4,15,109,1434
,,,,,,,,,,,,,,,14682,18307,2015,2,4,,28895,5,20,157,7052
,,,,,,,,,,,,,,,14683,64371,2015,5,3,,28896,1,3,14,52
,,,,,,,,,,,,,,,14686,38886,2015,7,3,,28899,4,15,109,1434
,,,,,,,,,,,,,,,14687,42486,2015,6,4,,28903,3,13,93,2819
,,,,,,,,,,,,,,,14688,5265,2015,6,5,,28905,1,3,14,50
,,,,,,,,,,,,,,,14689,7491,2015,7,4,,28908,3,13,93,2706
,,,,,,,,,,,,,,,14690,85092,2015,6,5,,28909,3,14,103,3354
,,,,,,,,,,,,,,,14692,2569,2015,7,4,,28910,5,18,138,693
,,,,,,,,,,,,,,,14694,62813,2015,6,4,,28913,2,8,51,1646
,,,,,,,,,,,,,,,14695,21053,2015,7,4,,28915,3,13,93,2743
,,,,,,,,,,,,,,,14696,63169,2014,7,4,,28917,5,20,157,7052
,,,,,,,,,,,,,,,14697,43456,2015,6,4,,28920,3,13,93,2835
,,,,,,,,,,,,,,,14699,1448,2015,6,5,,28922,4,15,109,4395
,,,,,,,,,,,,,,,14700,16344,2014,9,4,,28923,4,15,109,4331
,,,,,,,,,,,,,,,14702,76749,2014,7,3,,28926,2,8,51,1078
,,,,,,,,,,,,,,,14703,35809,2015,6,5,,28932,4,15,109,3973
,,,,,,,,,,,,,,,14704,17253,2015,6,4,,28947,4,15,109,161
,,,,,,,,,,,,,,,14705,36234,2014,11,3,,28951,2,8,51,1624
,,,,,,,,,,,,,,,14706,50359,2015,5,4,,28952,2,8,51,1241
,,,,,,,,,,,,,,,14707,17508,2015,6,4,,28954,3,14,103,3354
,,,,,,,,,,,,,,,14708,12422,2015,6,3,,28957,3,13,93,2683
,,,,,,,,,,,,,,,14709,32874,2015,4,5,,28964,5,21,160,968
,,,,,,,,,,,,,,,14711,42852,2015,6,4,,28967,5,21,163,7974
,,,,,,,,,,,,,,,14712,66878,2015,6,5,,28968,5,17,124,5802
,,,,,,,,,,,,,,,14713,18135,2015,3,5,,28970,5,21,162,667
,,,,,,,,,,,,,,,14714,85830,2015,6,4,,28971,4,15,109,4940
,,,,,,,,,,,,,,,14715,40503,2015,6,4,,28973,1,3,14,50
,,,,,,,,,,,,,,,14716,60031,2015,6,4,,28975,4,15,109,535
,,,,,,,,,,,,,,,14717,65568,2015,6,4,,28977,4,15,109,3687
,,,,,,,,,,,,,,,14718,69540,2015,6,3,,28978,3,14,105,3524
,,,,,,,,,,,,,,,14719,26924,2015,6,5,,28980,2,8,51,1376
,,,,,,,,,,,,,,,14720,45758,2015,6,4,,28981,4,15,109,535
,,,,,,,,,,,,,,,14721,61999,2015,5,4,,28988,4,15,109,3687
,,,,,,,,,,,,,,,14722,23470,2015,6,3,,28989,2,8,51,992
,,,,,,,,,,,,,,,14723,23562,2015,6,5,,28995,3,13,93,2819
,,,,,,,,,,,,,,,14724,21422,2015,6,4,,28996,4,15,109,4043
,,,,,,,,,,,,,,,14725,14150,2015,6,4,,28997,2,8,51,1057
,,,,,,,,,,,,,,,14726,29245,2015,6,4,,28998,3,12,75,2478
,,,,,,,,,,,,,,,14727,54376,2015,4,4,,28999,3,13,93,2892
,,,,,,,,,,,,,,,14728,669,2015,5,5,,29006,4,15,109,3687
,,,,,,,,,,,,,,,14729,83029,2015,6,5,,29007,4,15,109,1434
,,,,,,,,,,,,,,,14731,87567,2015,6,3,,29008,2,8,51,1451
,,,,,,,,,,,,,,,14735,4426,2015,6,5,,29010,5,21,163,426
,,,,,,,,,,,,,,,14736,81003,2015,6,4,,29011,3,14,101,3017
,,,,,,,,,,,,,,,14737,86497,2015,6,5,,29013,2,8,51,894
,,,,,,,,,,,,,,,14738,26276,2015,6,3,,29017,2,8,48,545
,,,,,,,,,,,,,,,14739,35158,2014,12,4,,29024,3,14,103,3354
,,,,,,,,,,,,,,,14740,7606,2015,6,4,,29026,3,13,93,2690
,,,,,,,,,,,,,,,14741,8815,2015,3,4,,29029,3,14,103,3354
,,,,,,,,,,,,,,,14742,73761,2015,6,5,,29037,5,21,163,8925
,,,,,,,,,,,,,,,14743,59442,2015,6,4,,29041,5,21,163,426
,,,,,,,,,,,,,,,14748,72722,2015,6,4,,29044,3,13,93,2755
,,,,,,,,,,,,,,,14749,19434,2015,6,4,,29045,2,8,48,554
,,,,,,,,,,,,,,,14751,45954,2015,6,4,,29046,5,21,163,1011
,,,,,,,,,,,,,,,14752,69565,2015,6,4,,29049,5,21,158,7195
,,,,,,,,,,,,,,,14755,7802,2015,6,4,,29050,5,20,152,6955
,,,,,,,,,,,,,,,14758,72964,2015,5,4,,29051,5,17,121,2043
,,,,,,,,,,,,,,,14759,63634,2014,8,5,,29052,4,15,109,4331
,,,,,,,,,,,,,,,14760,33287,2014,7,4,,29053,4,15,109,535
,,,,,,,,,,,,,,,14761,26309,2015,6,5,,29055,5,21,162,7744
,,,,,,,,,,,,,,,14764,17063,2015,3,5,,29058,4,15,109,5015
,,,,,,,,,,,,,,,14765,66458,2015,6,5,,29059,2,8,51,1367
,,,,,,,,,,,,,,,14766,71571,2015,6,4,,29061,5,19,141,6439
,,,,,,,,,,,,,,,14768,62636,2015,6,4,,29066,3,13,93,2829
